CandidateName,Year,StateName,CountyName,Count
George W. Bush,2004,Wyoming,Sublette,2847
Other,2004,Wyoming,Sublette,74
John Kerry,2004,Wyoming,Sweetwater,5208
George W. Bush,2004,Wyoming,Sweetwater,10653
Other,2004,Wyoming,Sweetwater,411
John Kerry,2004,Wyoming,Teton,5972
George W. Bush,2004,Wyoming,Teton,5124
Other,2004,Wyoming,Teton,263
John Kerry,2004,Wyoming,Uinta,1815
George W. Bush,2004,Wyoming,Uinta,6081
Other,2004,Wyoming,Uinta,185
John Kerry,2004,Wyoming,Washakie,855
George W. Bush,2004,Wyoming,Washakie,3200
Other,2004,Wyoming,Washakie,59
John Kerry,2004,Wyoming,Weston,580
George W. Bush,2004,Wyoming,Weston,2739
Other,2004,Wyoming,Weston,73
John Kerry,2004,Connecticut,Statewide writein,NA
John Kerry,2004,Maine,Maine UOCAVA,NA
John Kerry,2004,Rhode Island,Federal Precinct,NA
George W. Bush,2004,Connecticut,Statewide writein,NA
George W. Bush,2004,Maine,Maine UOCAVA,NA
George W. Bush,2004,Rhode Island,Federal Precinct,NA
Other,2004,Connecticut,Statewide writein,NA
Other,2004,Maine,Maine UOCAVA,NA
Other,2004,Rhode Island,Federal Precinct,NA
Barack Obama,2008,Alabama,Autauga,6093
John McCain,2008,Alabama,Autauga,17403
Other,2008,Alabama,Autauga,145
Barack Obama,2008,Alabama,Baldwin,19386
John McCain,2008,Alabama,Baldwin,61271
Other,2008,Alabama,Baldwin,756
Barack Obama,2008,Alabama,Barbour,5697
John McCain,2008,Alabama,Barbour,5866
Other,2008,Alabama,Barbour,67
Barack Obama,2008,Alabama,Bibb,2299
John McCain,2008,Alabama,Bibb,6262
Other,2008,Alabama,Bibb,83
Barack Obama,2008,Alabama,Blount,3522
John McCain,2008,Alabama,Blount,20389
Other,2008,Alabama,Blount,356
Barack Obama,2008,Alabama,Bullock,4011
John McCain,2008,Alabama,Bullock,1391
Other,2008,Alabama,Bullock,13
Barack Obama,2008,Alabama,Butler,4188
John McCain,2008,Alabama,Butler,5485
Other,2008,Alabama,Butler,36
Barack Obama,2008,Alabama,Calhoun,16334
John McCain,2008,Alabama,Calhoun,32348
Other,2008,Alabama,Calhoun,560
Barack Obama,2008,Alabama,Chambers,6799
John McCain,2008,Alabama,Chambers,8067
Other,2008,Alabama,Chambers,90
Barack Obama,2008,Alabama,Cherokee,2306
John McCain,2008,Alabama,Cherokee,7298
Other,2008,Alabama,Cherokee,141
Barack Obama,2008,Alabama,Chilton,3674
John McCain,2008,Alabama,Chilton,13960
Other,2008,Alabama,Chilton,151
Barack Obama,2008,Alabama,Choctaw,3636
John McCain,2008,Alabama,Choctaw,4223
Other,2008,Alabama,Choctaw,35
Barack Obama,2008,Alabama,Clarke,5914
John McCain,2008,Alabama,Clarke,7466
Other,2008,Alabama,Clarke,55
Barack Obama,2008,Alabama,Clay,1760
John McCain,2008,Alabama,Clay,4984
Other,2008,Alabama,Clay,75
Barack Obama,2008,Alabama,Cleburne,1168
John McCain,2008,Alabama,Cleburne,5216
Other,2008,Alabama,Cleburne,108
Barack Obama,2008,Alabama,Coffee,5079
John McCain,2008,Alabama,Coffee,14919
Other,2008,Alabama,Coffee,130
Barack Obama,2008,Alabama,Colbert,9703
John McCain,2008,Alabama,Colbert,14739
Other,2008,Alabama,Colbert,401
Barack Obama,2008,Alabama,Conecuh,3429
John McCain,2008,Alabama,Conecuh,3470
Other,2008,Alabama,Conecuh,44
Barack Obama,2008,Alabama,Coosa,2273
John McCain,2008,Alabama,Coosa,3248
Other,2008,Alabama,Coosa,42
Barack Obama,2008,Alabama,Covington,3240
John McCain,2008,Alabama,Covington,12444
Other,2008,Alabama,Covington,103
Barack Obama,2008,Alabama,Crenshaw,1938
John McCain,2008,Alabama,Crenshaw,4319
Other,2008,Alabama,Crenshaw,34
Barack Obama,2008,Alabama,Cullman,5864
John McCain,2008,Alabama,Cullman,28896
Other,2008,Alabama,Cullman,545
Barack Obama,2008,Alabama,Dale,5270
John McCain,2008,Alabama,Dale,13886
Other,2008,Alabama,Dale,164
Barack Obama,2008,Alabama,Dallas,13986
John McCain,2008,Alabama,Dallas,6798
Other,2008,Alabama,Dallas,68
Barack Obama,2008,Alabama,DeKalb,5658
John McCain,2008,Alabama,DeKalb,17957
Other,2008,Alabama,DeKalb,400
Barack Obama,2008,Alabama,Elmore,8301
John McCain,2008,Alabama,Elmore,25777
Other,2008,Alabama,Elmore,237
Barack Obama,2008,Alabama,Escambia,5188
John McCain,2008,Alabama,Escambia,9375
Other,2008,Alabama,Escambia,111
Barack Obama,2008,Alabama,Etowah,13497
John McCain,2008,Alabama,Etowah,30595
Other,2008,Alabama,Etowah,645
Barack Obama,2008,Alabama,Fayette,1994
John McCain,2008,Alabama,Fayette,5883
Other,2008,Alabama,Fayette,80
Barack Obama,2008,Alabama,Franklin,3469
John McCain,2008,Alabama,Franklin,8048
Other,2008,Alabama,Franklin,176
Barack Obama,2008,Alabama,Geneva,2134
John McCain,2008,Alabama,Geneva,9417
Other,2008,Alabama,Geneva,106
Barack Obama,2008,Alabama,Greene,4408
John McCain,2008,Alabama,Greene,876
Other,2008,Alabama,Greene,21
Barack Obama,2008,Alabama,Hale,4982
John McCain,2008,Alabama,Hale,3200
Other,2008,Alabama,Hale,32
Barack Obama,2008,Alabama,Henry,3018
John McCain,2008,Alabama,Henry,5585
Other,2008,Alabama,Henry,45
Barack Obama,2008,Alabama,Houston,12225
John McCain,2008,Alabama,Houston,29254
Other,2008,Alabama,Houston,256
Barack Obama,2008,Alabama,Jackson,6374
John McCain,2008,Alabama,Jackson,14083
Other,2008,Alabama,Jackson,417
Barack Obama,2008,Alabama,Jefferson,166121
John McCain,2008,Alabama,Jefferson,149921
Other,2008,Alabama,Jefferson,2482
Barack Obama,2008,Alabama,Lamar,1614
John McCain,2008,Alabama,Lamar,5419
Other,2008,Alabama,Lamar,42
Barack Obama,2008,Alabama,Lauderdale,13329
John McCain,2008,Alabama,Lauderdale,24068
Other,2008,Alabama,Lauderdale,707
Barack Obama,2008,Alabama,Lawrence,5164
John McCain,2008,Alabama,Lawrence,9277
Other,2008,Alabama,Lawrence,239
Barack Obama,2008,Alabama,Lee,21498
John McCain,2008,Alabama,Lee,32230
Other,2008,Alabama,Lee,597
Barack Obama,2008,Alabama,Limestone,9536
John McCain,2008,Alabama,Limestone,23598
Other,2008,Alabama,Limestone,417
Barack Obama,2008,Alabama,Lowndes,5449
John McCain,2008,Alabama,Lowndes,1809
Other,2008,Alabama,Lowndes,20
Barack Obama,2008,Alabama,Macon,9450
John McCain,2008,Alabama,Macon,1396
Other,2008,Alabama,Macon,31
Barack Obama,2008,Alabama,Madison,64117
John McCain,2008,Alabama,Madison,86965
Other,2008,Alabama,Madison,1817
Barack Obama,2008,Alabama,Marengo,5926
John McCain,2008,Alabama,Marengo,5516
Other,2008,Alabama,Marengo,29
Barack Obama,2008,Alabama,Marion,2600
John McCain,2008,Alabama,Marion,9536
Other,2008,Alabama,Marion,219
Barack Obama,2008,Alabama,Marshall,7038
John McCain,2008,Alabama,Marshall,25727
Other,2008,Alabama,Marshall,401
Barack Obama,2008,Alabama,Mobile,82181
John McCain,2008,Alabama,Mobile,98049
Other,2008,Alabama,Mobile,1194
Barack Obama,2008,Alabama,Monroe,5025
John McCain,2008,Alabama,Monroe,6175
Other,2008,Alabama,Monroe,52
Barack Obama,2008,Alabama,Montgomery,62166
John McCain,2008,Alabama,Montgomery,42031
Other,2008,Alabama,Montgomery,546
Barack Obama,2008,Alabama,Morgan,13895
John McCain,2008,Alabama,Morgan,36014
Other,2008,Alabama,Morgan,633
Barack Obama,2008,Alabama,Perry,4457
John McCain,2008,Alabama,Perry,1679
Other,2008,Alabama,Perry,23
Barack Obama,2008,Alabama,Pickens,4594
John McCain,2008,Alabama,Pickens,5434
Other,2008,Alabama,Pickens,39
Barack Obama,2008,Alabama,Pike,5879
John McCain,2008,Alabama,Pike,8004
Other,2008,Alabama,Pike,72
Barack Obama,2008,Alabama,Randolph,3064
John McCain,2008,Alabama,Randolph,7175
Other,2008,Alabama,Randolph,145
Barack Obama,2008,Alabama,Russell,10085
John McCain,2008,Alabama,Russell,8705
Other,2008,Alabama,Russell,125
Barack Obama,2008,Alabama,St. Clair,6091
John McCain,2008,Alabama,St. Clair,27649
Other,2008,Alabama,St. Clair,348
Barack Obama,2008,Alabama,Shelby,20625
John McCain,2008,Alabama,Shelby,69060
Other,2008,Alabama,Shelby,958
Barack Obama,2008,Alabama,Sumter,5264
John McCain,2008,Alabama,Sumter,1731
Other,2008,Alabama,Sumter,25
Barack Obama,2008,Alabama,Talladega,13779
John McCain,2008,Alabama,Talladega,20112
Other,2008,Alabama,Talladega,313
Barack Obama,2008,Alabama,Tallapoosa,6063
John McCain,2008,Alabama,Tallapoosa,13116
Other,2008,Alabama,Tallapoosa,132
Barack Obama,2008,Alabama,Tuscaloosa,32796
John McCain,2008,Alabama,Tuscaloosa,45405
Other,2008,Alabama,Tuscaloosa,711
Barack Obama,2008,Alabama,Walker,7420
John McCain,2008,Alabama,Walker,20722
Other,2008,Alabama,Walker,510
Barack Obama,2008,Alabama,Washington,3067
John McCain,2008,Alabama,Washington,5654
Other,2008,Alabama,Washington,54
Barack Obama,2008,Alabama,Wilcox,4612
John McCain,2008,Alabama,Wilcox,1868
Other,2008,Alabama,Wilcox,14
Barack Obama,2008,Alabama,Winston,1757
John McCain,2008,Alabama,Winston,8103
Other,2008,Alabama,Winston,171
Barack Obama,2008,Arizona,Apache,15390
John McCain,2008,Arizona,Apache,8551
Other,2008,Arizona,Apache,321
Barack Obama,2008,Arizona,Cochise,18943
John McCain,2008,Arizona,Cochise,29026
Other,2008,Arizona,Cochise,851
Barack Obama,2008,Arizona,Coconino,31433
John McCain,2008,Arizona,Coconino,22186
Other,2008,Arizona,Coconino,725
Barack Obama,2008,Arizona,Gila,7884
John McCain,2008,Arizona,Gila,14095
Other,2008,Arizona,Gila,354
Barack Obama,2008,Arizona,Graham,3487
John McCain,2008,Arizona,Graham,8376
Other,2008,Arizona,Graham,144
Barack Obama,2008,Arizona,Greenlee,1165
John McCain,2008,Arizona,Greenlee,1712
Other,2008,Arizona,Greenlee,36
Barack Obama,2008,Arizona,La Paz,1929
John McCain,2008,Arizona,La Paz,3509
Other,2008,Arizona,La Paz,114
Barack Obama,2008,Arizona,Maricopa,602166
John McCain,2008,Arizona,Maricopa,746448
Other,2008,Arizona,Maricopa,16348
Barack Obama,2008,Arizona,Mohave,22092
John McCain,2008,Arizona,Mohave,44333
Other,2008,Arizona,Mohave,1180
Barack Obama,2008,Arizona,Navajo,15579
John McCain,2008,Arizona,Navajo,19761
Other,2008,Arizona,Navajo,460
Barack Obama,2008,Arizona,Pima,206254
John McCain,2008,Arizona,Pima,182406
Other,2008,Arizona,Pima,4768
Barack Obama,2008,Arizona,Pinal,44254
John McCain,2008,Arizona,Pinal,59421
Other,2008,Arizona,Pinal,1208
Barack Obama,2008,Arizona,Santa Cruz,8683
John McCain,2008,Arizona,Santa Cruz,4518
Other,2008,Arizona,Santa Cruz,102
Barack Obama,2008,Arizona,Yavapai,36889
John McCain,2008,Arizona,Yavapai,61192
Other,2008,Arizona,Yavapai,1567
Barack Obama,2008,Arizona,Yuma,18559
John McCain,2008,Arizona,Yuma,24577
Other,2008,Arizona,Yuma,479
Barack Obama,2008,Arkansas,Arkansas,2619
John McCain,2008,Arkansas,Arkansas,4185
Other,2008,Arkansas,Arkansas,174
Barack Obama,2008,Arkansas,Ashley,2976
John McCain,2008,Arkansas,Ashley,5406
Other,2008,Arkansas,Ashley,260
Barack Obama,2008,Arkansas,Baxter,6539
John McCain,2008,Arkansas,Baxter,12852
Other,2008,Arkansas,Baxter,590
Barack Obama,2008,Arkansas,Benton,23331
John McCain,2008,Arkansas,Benton,51124
Other,2008,Arkansas,Benton,1618
Barack Obama,2008,Arkansas,Boone,4435
John McCain,2008,Arkansas,Boone,10575
Other,2008,Arkansas,Boone,464
Barack Obama,2008,Arkansas,Bradley,1680
John McCain,2008,Arkansas,Bradley,2262
Other,2008,Arkansas,Bradley,99
Barack Obama,2008,Arkansas,Calhoun,691
John McCain,2008,Arkansas,Calhoun,1462
Other,2008,Arkansas,Calhoun,64
Barack Obama,2008,Arkansas,Carroll,4172
John McCain,2008,Arkansas,Carroll,6083
Other,2008,Arkansas,Carroll,324
Barack Obama,2008,Arkansas,Chicot,3043
John McCain,2008,Arkansas,Chicot,2119
Other,2008,Arkansas,Chicot,46
Barack Obama,2008,Arkansas,Clark,4267
John McCain,2008,Arkansas,Clark,4608
Other,2008,Arkansas,Clark,219
Barack Obama,2008,Arkansas,Clay,2244
John McCain,2008,Arkansas,Clay,3032
Other,2008,Arkansas,Clay,235
Barack Obama,2008,Arkansas,Cleburne,2951
John McCain,2008,Arkansas,Cleburne,7962
Other,2008,Arkansas,Cleburne,425
Barack Obama,2008,Arkansas,Cleveland,911
John McCain,2008,Arkansas,Cleveland,2451
Other,2008,Arkansas,Cleveland,143
Barack Obama,2008,Arkansas,Columbia,3554
John McCain,2008,Arkansas,Columbia,5861
Other,2008,Arkansas,Columbia,143
Barack Obama,2008,Arkansas,Conway,3149
John McCain,2008,Arkansas,Conway,4691
Other,2008,Arkansas,Conway,298
Barack Obama,2008,Arkansas,Craighead,11294
John McCain,2008,Arkansas,Craighead,18881
Other,2008,Arkansas,Craighead,793
Barack Obama,2008,Arkansas,Crawford,5238
John McCain,2008,Arkansas,Crawford,14688
Other,2008,Arkansas,Crawford,606
Barack Obama,2008,Arkansas,Crittenden,10330
John McCain,2008,Arkansas,Crittenden,7650
Other,2008,Arkansas,Crittenden,275
Barack Obama,2008,Arkansas,Cross,2580
John McCain,2008,Arkansas,Cross,4393
Other,2008,Arkansas,Cross,157
Barack Obama,2008,Arkansas,Dallas,1471
John McCain,2008,Arkansas,Dallas,1757
Other,2008,Arkansas,Dallas,90
Barack Obama,2008,Arkansas,Desha,2569
John McCain,2008,Arkansas,Desha,1999
Other,2008,Arkansas,Desha,110
Barack Obama,2008,Arkansas,Drew,2598
John McCain,2008,Arkansas,Drew,3860
Other,2008,Arkansas,Drew,152
Barack Obama,2008,Arkansas,Faulkner,14955
John McCain,2008,Arkansas,Faulkner,25362
Other,2008,Arkansas,Faulkner,862
Barack Obama,2008,Arkansas,Franklin,1869
John McCain,2008,Arkansas,Franklin,4411
Other,2008,Arkansas,Franklin,195
Barack Obama,2008,Arkansas,Fulton,1819
John McCain,2008,Arkansas,Fulton,2702
Other,2008,Arkansas,Fulton,155
Barack Obama,2008,Arkansas,Garland,15899
John McCain,2008,Arkansas,Garland,26825
Other,2008,Arkansas,Garland,995
Barack Obama,2008,Arkansas,Grant,1562
John McCain,2008,Arkansas,Grant,5023
Other,2008,Arkansas,Grant,208
Barack Obama,2008,Arkansas,Greene,4541
John McCain,2008,Arkansas,Greene,8578
Other,2008,Arkansas,Greene,493
Barack Obama,2008,Arkansas,Hempstead,2869
John McCain,2008,Arkansas,Hempstead,4273
Other,2008,Arkansas,Hempstead,207
Barack Obama,2008,Arkansas,Hot Spring,4288
John McCain,2008,Arkansas,Hot Spring,7209
Other,2008,Arkansas,Hot Spring,458
Barack Obama,2008,Arkansas,Howard,1746
John McCain,2008,Arkansas,Howard,2957
Other,2008,Arkansas,Howard,143
Barack Obama,2008,Arkansas,Independence,3688
John McCain,2008,Arkansas,Independence,8255
Other,2008,Arkansas,Independence,356
Barack Obama,2008,Arkansas,Izard,1792
John McCain,2008,Arkansas,Izard,3193
Other,2008,Arkansas,Izard,233
Barack Obama,2008,Arkansas,Jackson,2207
John McCain,2008,Arkansas,Jackson,3118
Other,2008,Arkansas,Jackson,257
Barack Obama,2008,Arkansas,Jefferson,18465
John McCain,2008,Arkansas,Jefferson,10655
Other,2008,Arkansas,Jefferson,569
Barack Obama,2008,Arkansas,Johnson,3034
John McCain,2008,Arkansas,Johnson,4922
Other,2008,Arkansas,Johnson,224
Barack Obama,2008,Arkansas,Lafayette,1133
John McCain,2008,Arkansas,Lafayette,1685
Other,2008,Arkansas,Lafayette,84
Barack Obama,2008,Arkansas,Lawrence,2138
John McCain,2008,Arkansas,Lawrence,3357
Other,2008,Arkansas,Lawrence,335
Barack Obama,2008,Arkansas,Lee,2263
John McCain,2008,Arkansas,Lee,1454
Other,2008,Arkansas,Lee,46
Barack Obama,2008,Arkansas,Lincoln,1710
John McCain,2008,Arkansas,Lincoln,2513
Other,2008,Arkansas,Lincoln,183
Barack Obama,2008,Arkansas,Little River,1753
John McCain,2008,Arkansas,Little River,3247
Other,2008,Arkansas,Little River,152
Barack Obama,2008,Arkansas,Logan,2286
John McCain,2008,Arkansas,Logan,5350
Other,2008,Arkansas,Logan,271
Barack Obama,2008,Arkansas,Lonoke,5968
John McCain,2008,Arkansas,Lonoke,17242
Other,2008,Arkansas,Lonoke,531
Barack Obama,2008,Arkansas,Madison,2144
John McCain,2008,Arkansas,Madison,3972
Other,2008,Arkansas,Madison,212
Barack Obama,2008,Arkansas,Marion,2384
John McCain,2008,Arkansas,Marion,4524
Other,2008,Arkansas,Marion,254
Barack Obama,2008,Arkansas,Miller,4869
John McCain,2008,Arkansas,Miller,9913
Other,2008,Arkansas,Miller,281
Barack Obama,2008,Arkansas,Mississippi,6667
John McCain,2008,Arkansas,Mississippi,6976
Other,2008,Arkansas,Mississippi,367
Barack Obama,2008,Arkansas,Monroe,1615
John McCain,2008,Arkansas,Monroe,1754
Other,2008,Arkansas,Monroe,80
Barack Obama,2008,Arkansas,Montgomery,1092
John McCain,2008,Arkansas,Montgomery,2365
Other,2008,Arkansas,Montgomery,165
Barack Obama,2008,Arkansas,Nevada,1474
John McCain,2008,Arkansas,Nevada,2062
Other,2008,Arkansas,Nevada,99
Barack Obama,2008,Arkansas,Newton,1182
John McCain,2008,Arkansas,Newton,2588
Other,2008,Arkansas,Newton,190
Barack Obama,2008,Arkansas,Ouachita,4346
John McCain,2008,Arkansas,Ouachita,5427
Other,2008,Arkansas,Ouachita,187
Barack Obama,2008,Arkansas,Perry,1352
John McCain,2008,Arkansas,Perry,2743
Other,2008,Arkansas,Perry,184
Barack Obama,2008,Arkansas,Phillips,5695
John McCain,2008,Arkansas,Phillips,3097
Other,2008,Arkansas,Phillips,177
Barack Obama,2008,Arkansas,Pike,1089
John McCain,2008,Arkansas,Pike,2727
Other,2008,Arkansas,Pike,150
Barack Obama,2008,Arkansas,Poinsett,2742
John McCain,2008,Arkansas,Poinsett,4903
Other,2008,Arkansas,Poinsett,283
Barack Obama,2008,Arkansas,Polk,1957
John McCain,2008,Arkansas,Polk,5473
Other,2008,Arkansas,Polk,251
Barack Obama,2008,Arkansas,Pope,6002
John McCain,2008,Arkansas,Pope,15568
Other,2008,Arkansas,Pope,509
Barack Obama,2008,Arkansas,Prairie,1048
John McCain,2008,Arkansas,Prairie,2223
Other,2008,Arkansas,Prairie,110
Barack Obama,2008,Arkansas,Pulaski,88854
John McCain,2008,Arkansas,Pulaski,70212
Other,2008,Arkansas,Pulaski,2277
Barack Obama,2008,Arkansas,Randolph,2469
John McCain,2008,Arkansas,Randolph,3615
Other,2008,Arkansas,Randolph,235
Barack Obama,2008,Arkansas,St. Francis,5486
John McCain,2008,Arkansas,St. Francis,3917
Other,2008,Arkansas,St. Francis,102
Barack Obama,2008,Arkansas,Saline,12695
John McCain,2008,Arkansas,Saline,30981
Other,2008,Arkansas,Saline,977
Barack Obama,2008,Arkansas,Scott,1053
John McCain,2008,Arkansas,Scott,2791
Other,2008,Arkansas,Scott,151
Barack Obama,2008,Arkansas,Searcy,961
John McCain,2008,Arkansas,Searcy,2726
Other,2008,Arkansas,Searcy,160
Barack Obama,2008,Arkansas,Sebastian,13673
John McCain,2008,Arkansas,Sebastian,28637
Other,2008,Arkansas,Sebastian,902
Barack Obama,2008,Arkansas,Sevier,1291
John McCain,2008,Arkansas,Sevier,3125
Other,2008,Arkansas,Sevier,164
Barack Obama,2008,Arkansas,Sharp,2436
John McCain,2008,Arkansas,Sharp,4535
Other,2008,Arkansas,Sharp,281
Barack Obama,2008,Arkansas,Stone,1598
John McCain,2008,Arkansas,Stone,3534
Other,2008,Arkansas,Stone,192
Barack Obama,2008,Arkansas,Union,6190
John McCain,2008,Arkansas,Union,10677
Other,2008,Arkansas,Union,312
Barack Obama,2008,Arkansas,Van Buren,2151
John McCain,2008,Arkansas,Van Buren,4276
Other,2008,Arkansas,Van Buren,276
Barack Obama,2008,Arkansas,Washington,29021
John McCain,2008,Arkansas,Washington,37963
Other,2008,Arkansas,Washington,1396
Barack Obama,2008,Arkansas,White,6732
John McCain,2008,Arkansas,White,19467
Other,2008,Arkansas,White,756
Barack Obama,2008,Arkansas,Woodruff,1412
John McCain,2008,Arkansas,Woodruff,1206
Other,2008,Arkansas,Woodruff,143
Barack Obama,2008,Arkansas,Yell,2003
John McCain,2008,Arkansas,Yell,3808
Other,2008,Arkansas,Yell,225
Barack Obama,2008,California,Alameda,489106
John McCain,2008,California,Alameda,119555
Other,2008,California,Alameda,12368
Barack Obama,2008,California,Alpine,422
John McCain,2008,California,Alpine,252
Other,2008,California,Alpine,18
Barack Obama,2008,California,Amador,7813
John McCain,2008,California,Amador,10561
Other,2008,California,Amador,436
Barack Obama,2008,California,Butte,49013
John McCain,2008,California,Butte,46706
Other,2008,California,Butte,2606
Barack Obama,2008,California,Calaveras,9813
John McCain,2008,California,Calaveras,12835
Other,2008,California,Calaveras,658
Barack Obama,2008,California,Colusa,2569
John McCain,2008,California,Colusa,3733
Other,2008,California,Colusa,127
Barack Obama,2008,California,Contra Costa,306983
John McCain,2008,California,Contra Costa,136436
Other,2008,California,Contra Costa,8231
Barack Obama,2008,California,Del Norte,4323
John McCain,2008,California,Del Norte,4967
Other,2008,California,Del Norte,241
Barack Obama,2008,California,El Dorado,40529
John McCain,2008,California,El Dorado,50314
Other,2008,California,El Dorado,2083
Barack Obama,2008,California,Fresno,136706
John McCain,2008,California,Fresno,131015
Other,2008,California,Fresno,4568
Barack Obama,2008,California,Glenn,3734
John McCain,2008,California,Glenn,5910
Other,2008,California,Glenn,235
Barack Obama,2008,California,Humboldt,39692
John McCain,2008,California,Humboldt,21713
Other,2008,California,Humboldt,2322
Barack Obama,2008,California,Imperial,24162
John McCain,2008,California,Imperial,14008
Other,2008,California,Imperial,650
Barack Obama,2008,California,Inyo,3743
John McCain,2008,California,Inyo,4523
Other,2008,California,Inyo,267
Barack Obama,2008,California,Kern,93457
John McCain,2008,California,Kern,134793
Other,2008,California,Kern,4600
